,Cor_is,test_RMSE,Iteration,training_RMSE,Cor_train
0,0.17341223289116228,64.15440368652344,0.0,43.68354797363281,0.087833021886987
1,0.7810297257431389,6.986462593078613,1000.0,3.3151960372924805,0.9374995659311399
2,0.6904448460966741,7.351099491119385,2000.0,2.91381573677063,0.9510667807828721
3,0.6603605105513338,6.724752426147461,3000.0,2.9267194271087646,0.9534125652820273
4,0.6341123377982204,6.877675533294678,4000.0,2.8389134407043457,0.9535010520508991
5,0.6597253569584933,6.684114456176758,5000.0,2.6073241233825684,0.9616504095710237
6,0.6501767972477427,6.806361198425293,6000.0,2.599597930908203,0.9628062715840154
7,0.6441142549664931,6.802788257598877,7000.0,2.3402254581451416,0.9676424566824606
8,0.6494461936743898,6.75565242767334,8000.0,2.2488560676574707,0.9700387453163737
9,0.6658055680226577,6.631531238555908,9000.0,2.2508037090301514,0.9718390336868354
10,0.6519709993511944,6.7448225021362305,10000.0,2.004124164581299,0.9772760340932624
11,0.6606166711700172,6.730045795440674,11000.0,2.2522666454315186,0.9750976461474099
12,0.63879282191443,6.93281364440918,12000.0,2.1103734970092773,0.9750585470124562
13,0.6664203188815625,6.680269241333008,13000.0,2.068704843521118,0.9769597676251539
14,0.6497770004663909,7.2346601486206055,14000.0,2.0295326709747314,0.974544629884654
15,0.6566264134969919,6.944141864776611,15000.0,1.9416773319244385,0.9790196204090684
16,0.6553741630937562,7.187348365783691,16000.0,1.9291893243789673,0.9778585733370383
17,0.6656176764875323,7.222606182098389,17000.0,1.8080319166183472,0.9815533536939018
18,0.6613133025011442,7.213231086730957,18000.0,1.7817802429199219,0.9819583953584562
19,0.6669087581793207,7.297939777374268,19000.0,1.7780708074569702,0.9818212615841222
20,0.6599728766866763,7.607903480529785,20000.0,1.7867876291275024,0.9817445724352241
21,0.6816815901921872,7.10181188583374,21000.0,1.7283780574798584,0.9821878458910259
22,0.6747111969165982,7.689323425292969,22000.0,1.9348796606063843,0.9819788848962314
23,0.66495237038212,7.667395114898682,23000.0,1.9019314050674438,0.9816009469911747
24,0.6687695333351082,7.036314487457275,24000.0,1.9003909826278687,0.9830631013571557
25,0.6639605220778059,7.489388465881348,25000.0,1.777173399925232,0.9845667339151779
26,0.678060022030861,7.333829402923584,26000.0,1.6577476263046265,0.9846583887820051
27,0.6886928489731654,7.3831048011779785,27000.0,1.6018730401992798,0.9853483124960998
28,0.6857857655330425,7.548458099365234,28000.0,1.6153440475463867,0.9847227387860245
29,0.6822037663821806,7.575721263885498,29000.0,1.5447195768356323,0.9871660938038633
30,0.667421176453755,8.020622253417969,30000.0,1.6862800121307373,0.9868509640153432
31,0.6503377535046321,7.359736919403076,31000.0,1.4697593450546265,0.9870569006959559
32,0.6152100068005049,7.958848476409912,32000.0,1.6430978775024414,0.9871545985229956
33,0.6199809911036698,7.663454055786133,33000.0,1.480031967163086,0.9873994948468029
34,0.5574216718569802,8.194243431091309,34000.0,1.4638690948486328,0.9884890908389411
35,0.5331296707101529,7.988806247711182,35000.0,1.3921921253204346,0.9886489230046418
36,0.526233098012392,7.997098922729492,36000.0,1.4336494207382202,0.988383098375334
37,0.5492724314458647,7.98691987991333,37000.0,1.3477256298065186,0.9887463614519091
38,0.4659160623806373,8.696123123168945,38000.0,1.4825546741485596,0.989332595021897
39,0.43555591092888085,8.141090393066406,39000.0,1.5514789819717407,0.9899373921270915
40,0.3795808137731869,8.59840202331543,40000.0,1.3370702266693115,0.9899174050875171
41,0.39007288933854267,8.566150665283203,41000.0,1.3256089687347412,0.990453810705316
42,0.4001676816247898,8.372034072875977,42000.0,1.2507424354553223,0.9916067779505233
43,0.2668598182771421,9.011059761047363,43000.0,1.3151315450668335,0.9903768261088206
44,0.3237036304048889,8.526718139648438,44000.0,1.4265544414520264,0.9915663545523482
45,0.3265175545750336,8.685280799865723,45000.0,1.2922556400299072,0.9917699896673469
46,0.284293693281024,8.928333282470703,46000.0,1.2465535402297974,0.9910857730550103
47,0.3162852319456991,8.781514167785645,47000.0,1.1766737699508667,0.9921616658422642
48,0.3146338712921561,8.643647193908691,48000.0,1.1977156400680542,0.9923210120263273
49,0.2987374319285834,8.850836753845215,49000.0,1.1094340085983276,0.9931948012824549
50,0.32562464841204614,8.615150451660156,50000.0,1.1205708980560303,0.9925953341346736
51,0.30374732269106697,8.837528228759766,51000.0,1.2032198905944824,0.9922591468556466
52,0.3310986853733158,8.661513328552246,52000.0,1.0815125703811646,0.9937798384298768
53,0.3120068168994394,8.803510665893555,53000.0,1.0669035911560059,0.9936517632521293
54,0.30683101511883515,8.796342849731445,54000.0,1.112660527229309,0.9932456522802224
55,0.32172996531905723,8.848227500915527,55000.0,1.046879768371582,0.9936971110251696
56,0.35107326349651174,8.538436889648438,56000.0,1.0431655645370483,0.993643356623438
57,0.3091690299375465,8.948532104492188,57000.0,0.959435760974884,0.9949334399553998
58,0.3665301316431949,8.483102798461914,58000.0,1.140689730644226,0.9937687201436027
59,0.3594271556773293,8.620681762695312,59000.0,1.0254837274551392,0.9942196014924047
60,0.3260156545074867,8.702113151550293,60000.0,1.0034706592559814,0.9946651086078258
61,0.36852116475627034,8.629175186157227,61000.0,0.9648416638374329,0.995226920465898
62,0.33747130009789317,8.805749893188477,62000.0,1.0318433046340942,0.9952792401736079
63,0.33972454872525604,8.587400436401367,63000.0,1.0262376070022583,0.9944727266556525
64,0.3340356605979124,8.678683280944824,64000.0,0.9889720678329468,0.9949514560921262
65,0.34878092855999254,8.662149429321289,65000.0,0.8909867405891418,0.9957345203358443
66,0.3368370148620665,8.666197776794434,66000.0,0.8876631259918213,0.9957157355621347
67,0.32625817139780106,8.603062629699707,67000.0,0.9131141304969788,0.995479278663305
68,0.3323014439276517,8.701827049255371,68000.0,0.945807695388794,0.9950980359732783
69,0.33392396143319997,8.59835147857666,69000.0,0.8683801293373108,0.995558273055852
70,0.3727018688216151,8.475438117980957,70000.0,0.8344030380249023,0.9962272648200047
71,0.30644979618636453,8.763876914978027,71000.0,0.8322715163230896,0.9961065196710387
72,0.3214984660324749,8.734609603881836,72000.0,0.8635709285736084,0.9959535810874715
73,0.33206697688610426,8.681719779968262,73000.0,0.8212007880210876,0.9961713670660332
74,0.3314535936388827,8.696651458740234,74000.0,0.8809886574745178,0.9959424225809324
75,0.3397155002159054,8.640734672546387,75000.0,0.8155704736709595,0.996082926253559
