,Iteration,Cor_train,test_RMSE,Cor_is,training_RMSE
0,0.0,-0.15278712415991355,55.138397216796875,-0.15618842219598902,41.105804443359375
1,1000.0,-0.3801787959270434,39.15943145751953,-0.02018347415323162,26.14462661743164
2,2000.0,-0.05074626498080915,30.364601135253906,0.021591060836697124,17.6805362701416
3,3000.0,-0.03254784821449203,23.499176025390625,-0.030420584584503804,12.692267417907715
4,4000.0,0.03306552283517685,19.713876724243164,-0.05780591238411737,10.869062423706055
5,5000.0,-0.05559982736164804,18.156024932861328,0.01892085821237553,10.727206230163574
6,6000.0,-0.04984514601564116,17.875667572021484,-0.03365225908421688,10.860868453979492
7,7000.0,,17.971385955810547,-0.00836036220064447,10.783329963684082
8,8000.0,,17.855073928833008,0.0063903027263249685,10.401199340820312
9,9000.0,,17.726703643798828,0.020246052814604315,10.526074409484863
10,10000.0,0.09422624681604211,17.395204544067383,0.018362037658407895,10.706225395202637
11,11000.0,-0.029658036481237847,17.79714012145996,0.042046899564708654,10.580362319946289
12,12000.0,,18.038883209228516,-0.0463111480419763,10.622345924377441
13,13000.0,-0.04957384684717835,17.826000213623047,0.035873251125689315,10.5902738571167
14,14000.0,0.0521674628248174,18.045761108398438,0.016464502308586006,10.702037811279297
15,15000.0,0.6680205906104225,16.24187469482422,0.1281347960876479,10.37066650390625
16,16000.0,0.7343217702499155,16.087495803833008,0.4035036554908864,9.260356903076172
17,17000.0,0.7542667965515478,14.076972961425781,0.618024499739222,8.005688667297363
18,18000.0,0.8128908969909703,11.432602882385254,0.6549395331735958,6.639705181121826
19,19000.0,0.8299209747218828,9.794960021972656,0.6528602437452478,6.1728129386901855
20,20000.0,0.8671694998697688,8.328474044799805,0.7066634472896861,5.223911285400391
21,21000.0,0.8911883850881864,7.817130088806152,0.7136237356900517,4.9101667404174805
22,22000.0,0.8880092752627292,7.351693630218506,0.7587926050339595,4.962636947631836
23,23000.0,0.8785504715372032,7.27128267288208,0.7516098958163016,5.071728706359863
24,24000.0,0.9079629975130052,7.13441276550293,0.7542395905246365,4.823509216308594
25,25000.0,0.9128844954291314,7.518792629241943,0.7340419310971341,4.491252899169922
26,26000.0,0.9071850091781325,6.923827648162842,0.7725200468105514,4.598817825317383
27,27000.0,0.9169203162006928,7.141324996948242,0.7687590757942748,4.4197821617126465
28,28000.0,0.9159966641839453,7.164763450622559,0.7616572048367856,4.298289775848389
29,29000.0,0.9142680883244073,7.108783721923828,0.7728917570489794,4.421648025512695
30,30000.0,0.9182411484289897,6.8173418045043945,0.7756894147595855,4.277000904083252
31,31000.0,0.9331496525917068,6.820837020874023,0.7879591367959176,4.057260990142822
32,32000.0,0.9280254436003831,7.176024436950684,0.7675666900199243,4.274880886077881
33,33000.0,0.9195540801449057,6.996914386749268,0.7827937677278792,4.252135276794434
34,34000.0,0.9434073000606541,7.354547023773193,0.7751767172514739,3.710949182510376
35,35000.0,0.9384836989259489,7.001674652099609,0.7849197879476574,3.789055585861206
36,36000.0,0.9335099845028716,7.125057220458984,0.7761658634549184,3.7967374324798584
37,37000.0,0.9373646385575694,6.977121353149414,0.7861008722981675,3.799898386001587
38,38000.0,0.9323751030694407,7.173738956451416,0.7961514239838743,3.8326332569122314
39,39000.0,0.9320846847142913,7.130602836608887,0.7851802227869847,3.8255350589752197
40,40000.0,0.9420484207784593,6.90911340713501,0.7969298607989106,3.5382373332977295
41,41000.0,0.9293531619755949,6.621220588684082,0.8007818983033849,4.046201229095459
42,42000.0,0.9420326603693226,7.2492995262146,0.7775458332222707,3.4935760498046875
43,43000.0,0.9454832399852643,7.25203275680542,0.7923074976752896,3.663864850997925
44,44000.0,0.9375510729663468,7.264451503753662,0.7984985933890719,3.6120593547821045
45,45000.0,0.9341159387527389,7.4928507804870605,0.7766248926418865,3.889686107635498
46,46000.0,0.9417876410964152,6.939178466796875,0.7806629402573655,3.675820827484131
