,Iteration,training_RMSE,Cor_is,test_RMSE,Cor_train
0,0.0,40.85792541503906,0.13081041722496478,54.80108642578125,0.16284984994992213
1,1000.0,13.017375946044922,-0.041138337280815715,23.183727264404297,0.020912809903621394
2,2000.0,11.904372215270996,-0.046103043957290986,18.921607971191406,-0.03338025431756724
3,3000.0,11.524673461914062,0.013586257067079725,18.57820701599121,-0.018557707285213276
4,4000.0,11.718120574951172,0.06502668569433115,18.28854751586914,-0.012670080771870948
5,5000.0,11.474790573120117,-0.03300516033006997,18.834436416625977,0.009667763808197567
6,6000.0,11.750324249267578,0.03133987324524928,18.496055603027344,-0.018168461409733383
7,7000.0,11.587772369384766,-0.03101615299564082,18.87051010131836,0.03363719858950061
8,8000.0,11.606011390686035,0.06433130961454929,18.550830841064453,0.0024416689639203864
9,9000.0,11.472923278808594,-0.035456589356124224,19.283605575561523,-0.0273392207219953
10,10000.0,11.861595153808594,0.1041940796444877,18.0173282623291,0.004176334972988801
11,11000.0,11.881239891052246,-0.01574301829060948,18.58249855041504,0.009720429237892007
12,12000.0,11.675631523132324,-0.061093976896557683,18.78502655029297,-0.01938778624459831
13,13000.0,11.702685356140137,-0.02926346912809584,18.791671752929688,0.016892197001134725
14,14000.0,11.805168151855469,-0.02052785537888858,18.80362892150879,-0.006772041011561747
15,15000.0,10.771249771118164,0.08945553416617733,18.145689010620117,0.0756648906974778
16,16000.0,11.548783302307129,-0.00428090243974074,18.857927322387695,-0.008387015311389327
17,17000.0,11.433438301086426,-0.02161524434382591,18.47057342529297,-0.02825592839305703
18,18000.0,11.800052642822266,-0.03340725122897782,18.384613037109375,0.0019122984180553117
19,19000.0,11.506345748901367,0.0050886571489489555,18.621877670288086,0.008076615144348445
20,20000.0,11.397457122802734,-0.0309845346420934,18.745311737060547,0.026640851830995897
21,21000.0,11.647395133972168,-0.04038587241863505,18.92255973815918,0.003330643562407467
22,22000.0,11.471945762634277,-0.06270238585079502,18.38665771484375,0.019054317501034913
23,23000.0,11.39876937866211,0.01127813051845357,18.499929428100586,0.032133156945208456
24,24000.0,11.269783973693848,0.012268070517069175,18.654809951782227,-0.010584313798279345
25,25000.0,11.721823692321777,0.07180044776175765,18.237253189086914,0.02325586649217781
26,26000.0,11.2939453125,-0.06705123235087404,19.2364501953125,-0.06998268028422404
27,27000.0,12.096158027648926,-0.027511094107516763,18.559234619140625,-0.04390914184437602
28,28000.0,11.651391983032227,-0.02904597679888268,18.669673919677734,0.04054632292150206
29,29000.0,11.860406875610352,0.04257561475969221,18.371030807495117,0.011144346076740981
30,30000.0,11.7422513961792,-0.08872615543125494,18.549890518188477,-0.05281651068589041
31,31000.0,11.632245063781738,0.020697041166022404,18.394453048706055,0.043569562601403024
32,32000.0,11.321301460266113,-0.048843710520661617,18.438594818115234,0.01058572235967635
33,33000.0,11.37271785736084,-0.0369233002342647,18.516969680786133,0.06250619158988624
34,34000.0,11.342040061950684,-0.0343411902911926,18.431964874267578,0.026919549420095317
35,35000.0,11.232114791870117,-0.02633607287154931,18.605541229248047,-0.033781503849747874
36,36000.0,11.286735534667969,-0.0008624301074962468,18.534805297851562,0.06916098904520182
37,37000.0,8.590282440185547,0.31759446530319624,14.62485408782959,0.6375307423899872
38,38000.0,7.066695213317871,0.5112560284094987,10.65809440612793,0.7658672570615944
39,39000.0,6.680624485015869,0.4954642303717243,9.828719139099121,0.778212942157079
40,40000.0,6.162827968597412,0.5392359437086905,9.323217391967773,0.830441871685497
41,41000.0,6.276974201202393,0.6113260010043712,8.699246406555176,0.8216059507035196
42,42000.0,6.301146984100342,0.6538797782339826,8.803988456726074,0.8207601168183425
43,43000.0,6.155240535736084,0.6197393717066673,8.94567584991455,0.8404138485198257
44,44000.0,6.153251647949219,0.6336090913143965,8.606688499450684,0.825801384482607
45,45000.0,6.102009296417236,0.5944996636362081,9.15550422668457,0.8363521094565032
46,46000.0,6.111868858337402,0.6318579113859478,8.877843856811523,0.8461948431491426
47,47000.0,5.849515914916992,0.6477031189418149,8.370193481445312,0.8497561153951181
48,48000.0,6.075976848602295,0.6919030464947266,8.427149772644043,0.8496275820971774
49,49000.0,5.840571880340576,0.6684625043093314,8.092941284179688,0.8468429421345619
50,50000.0,5.809189796447754,0.659052113594214,8.600950241088867,0.854947717730882
51,51000.0,5.821993350982666,0.6575852268091191,8.623091697692871,0.8463079967888945
52,52000.0,5.760085582733154,0.632919289687133,8.513124465942383,0.8474653972506369
53,53000.0,5.99713134765625,0.6803627707841929,8.43561840057373,0.8588847390037446
54,54000.0,5.591526508331299,0.6654857712464636,8.35704231262207,0.8604600056983104
55,55000.0,5.563340187072754,0.6692977057389673,8.29163646697998,0.866356998093205
56,56000.0,5.483213424682617,0.7302491749836477,7.981212139129639,0.8749141246767137
57,57000.0,5.481849670410156,0.671780718457518,8.27877140045166,0.8714098684194834
58,58000.0,5.616294860839844,0.6649565522044526,8.113052368164062,0.8594440621826304
59,59000.0,5.64574670791626,0.7005743113608395,8.320575714111328,0.8513010348076804
