,test_RMSE,Cor_train,training_RMSE,Cor_is,Iteration
0,54.829158782958984,0.1683262865644793,40.89996337890625,0.16554680502765604,0.0
1,23.429716110229492,-0.03434450022652087,14.142144203186035,0.0872250372491147,1000.0
2,19.994857788085938,0.008066607763531927,12.760774612426758,-0.03252519535084093,2000.0
3,19.65297508239746,0.042495820148653767,12.229759216308594,0.019493160916625948,3000.0
4,19.305400848388672,-0.03787017019188213,12.991351127624512,0.0011025709288858172,4000.0
5,20.137847900390625,-0.01533519649620805,12.565053939819336,-0.05427322304750255,5000.0
6,19.636754989624023,-0.0028727039942456583,12.432543754577637,0.09840389170352978,6000.0
7,19.329238891601562,-0.020526800919206622,12.805717468261719,0.10438288029161831,7000.0
8,19.8769474029541,-0.010203706743033104,13.035563468933105,-0.03667751435928731,8000.0
9,19.624492645263672,0.022205673292852654,12.280067443847656,0.02797176905158542,9000.0
10,19.727577209472656,0.042271139243793346,12.212437629699707,-0.042770772204473596,10000.0
11,19.187341690063477,-0.0123349692055118,12.620237350463867,0.07932855615624457,11000.0
12,13.285343170166016,0.6016381989260073,9.295384407043457,0.3737037717264052,12000.0
13,12.2794771194458,0.726617702353166,7.994102954864502,0.35297552815441996,13000.0
14,11.876214027404785,0.7471032480642228,7.916892051696777,0.4755815201147332,14000.0
15,10.994183540344238,0.7631698443692482,7.649163722991943,0.45546877452331436,15000.0
16,11.000075340270996,0.729489917635392,7.8925275802612305,0.47437360416593355,16000.0
17,10.949280738830566,0.7709154702319295,7.4226555824279785,0.579448460401256,17000.0
18,11.303000450134277,0.7763470889940537,7.370726108551025,0.5397592137501268,18000.0
19,10.247730255126953,0.7741429081496201,7.373505115509033,0.5464039467522209,19000.0
20,10.857063293457031,0.8097047372858498,6.8097124099731445,0.5968776278470551,20000.0
21,10.718133926391602,0.8025601038939378,6.889752388000488,0.5984037062210111,21000.0
22,10.744171142578125,0.81206141833954,6.995996952056885,0.6416282418266332,22000.0
23,9.987449645996094,0.8034556994492539,6.9535908699035645,0.6452319022644227,23000.0
24,10.538455963134766,0.8179535640359981,6.812103748321533,0.6129165077697857,24000.0
25,9.957263946533203,0.8047687833998046,6.831594467163086,0.6261877425423859,25000.0
26,10.095030784606934,0.7989598188614917,6.971965312957764,0.6605129513054667,26000.0
27,10.62291431427002,0.8387039480977897,6.349451065063477,0.6644524841444367,27000.0
28,10.054756164550781,0.8312572339011137,6.493281364440918,0.6725060508082561,28000.0
29,9.694598197937012,0.8348556620695724,6.1805500984191895,0.6663439969287407,29000.0
30,10.190924644470215,0.8162919171696122,6.568153381347656,0.6256936986919786,30000.0
31,10.108768463134766,0.82483124642904,6.479865550994873,0.603615681130907,31000.0
32,9.864850997924805,0.8401441519653479,6.286250591278076,0.6653835262525839,32000.0
33,9.686726570129395,0.8329831896744426,6.346220970153809,0.6402116915428201,33000.0
34,9.481246948242188,0.8302335824149887,6.2890095710754395,0.6232109592083382,34000.0
35,9.755942344665527,0.8276356787565943,6.365767478942871,0.652248512727852,35000.0
36,9.424810409545898,0.8545983564882303,6.150753498077393,0.6604585307061375,36000.0
37,9.815778732299805,0.8470268861128899,6.082870006561279,0.6216994842574943,37000.0
38,9.617586135864258,0.8427899058401958,6.174283981323242,0.6712434040622819,38000.0
39,9.983674049377441,0.8321986713507696,6.278473854064941,0.6376070148013472,39000.0
40,9.560847282409668,0.8256803738190692,6.4051713943481445,0.643263416352077,40000.0
41,9.301172256469727,0.8365767721560374,6.284722805023193,0.6514842660734144,41000.0
42,8.998597145080566,0.8445635779237859,6.286056041717529,0.6918420613838263,42000.0
43,9.388821601867676,0.8539550468989211,5.9797563552856445,0.6631346507964833,43000.0
44,8.889223098754883,0.856615862792597,5.875986099243164,0.6856716380353539,44000.0
45,9.217094421386719,0.8444021485267579,6.174627780914307,0.6560382476832981,45000.0
46,9.409387588500977,0.8506404438117968,5.956960678100586,0.6488968156503478,46000.0
47,9.09775447845459,0.8540248386524445,5.990529537200928,0.6799307130379256,47000.0
48,9.296134948730469,0.8615103602406886,5.887025833129883,0.69336588756385,48000.0
49,9.118685722351074,0.8632670806177982,5.9266839027404785,0.6667650088519264,49000.0
50,9.582724571228027,0.8585122079816443,5.719205379486084,0.636664876294744,50000.0
51,8.95135498046875,0.8631602267486198,5.6337666511535645,0.6813692327385462,51000.0
52,9.121567726135254,0.8716018679496235,5.689414024353027,0.6731984892374824,52000.0
53,8.60434341430664,0.8453167915194557,5.935476303100586,0.7004503778076641,53000.0
54,8.907536506652832,0.8566008851167976,5.768721580505371,0.6877352469993315,54000.0
55,9.22562313079834,0.8532887028292088,5.779280662536621,0.6744648592113573,55000.0
56,8.706059455871582,0.8565714356870969,5.572636604309082,0.6914465614309517,56000.0
57,9.013812065124512,0.8710089303918794,5.4524078369140625,0.6755367092362669,57000.0
58,8.788436889648438,0.8719797403578594,5.536078453063965,0.692404344192332,58000.0
59,9.281798362731934,0.8683158013588453,5.677066326141357,0.6550352567777559,59000.0
60,9.180541038513184,0.8739463306468778,5.495630264282227,0.6580151177826941,60000.0
61,8.618355751037598,0.8697924203889615,5.78316068649292,0.6998823368527054,61000.0
62,8.90503978729248,0.8576285276797883,5.834766864776611,0.6818731399188792,62000.0
63,9.080557823181152,0.8702855417073115,5.639904499053955,0.6732261103846056,63000.0
64,9.079791069030762,0.856353036153099,5.7169976234436035,0.6878961855287239,64000.0
65,8.65708065032959,0.8859857793515872,5.168269157409668,0.6822603235306495,65000.0
66,9.031383514404297,0.8603349011608195,5.702922821044922,0.6651148250399865,66000.0
67,8.237088203430176,0.8713941709706878,5.412604331970215,0.7180613743419877,67000.0
68,9.091034889221191,0.879436377622724,5.334289073944092,0.6402747295397058,68000.0
69,9.38544750213623,0.8794169167288303,5.446702480316162,0.6386262638943683,69000.0
70,8.593255996704102,0.8730260038234054,5.595452308654785,0.6995770408549034,70000.0
71,8.469718933105469,0.8762190585068043,5.348490238189697,0.7004116953076214,71000.0
72,8.689980506896973,0.873177049431191,5.2712483406066895,0.6927451171714882,72000.0
73,8.834930419921875,0.8629961338728311,5.634860515594482,0.6690407947889263,73000.0
74,8.6586332321167,0.889659040293037,5.0785813331604,0.682786081319461,74000.0
75,8.618989944458008,0.8917968724659038,5.073176383972168,0.6836747874997389,75000.0
76,8.957818031311035,0.8741284887763701,5.334831714630127,0.6579264096935132,76000.0
77,8.54528522491455,0.8767262844197117,5.14909553527832,0.6986218416930549,77000.0
78,8.558976173400879,0.8896794208981701,5.18153715133667,0.6910436000667244,78000.0
79,8.588909149169922,0.8843422758496063,5.260743618011475,0.7011664299565972,79000.0
80,9.007198333740234,0.8721477981615782,5.413457870483398,0.6563302664223435,80000.0
81,8.790506362915039,0.8949639910824415,5.081299781799316,0.6713501933725354,81000.0
82,8.567960739135742,0.880849491608763,5.193904876708984,0.6767152887454408,82000.0
83,8.720039367675781,0.8873724764431468,5.10761022567749,0.6775403676366478,83000.0
84,9.492923736572266,0.8947118114806325,5.0052337646484375,0.6171973233812711,84000.0
85,8.353891372680664,0.8919871963159552,5.110886573791504,0.7003029459118416,85000.0
86,8.698005676269531,0.8868378915470709,5.1475067138671875,0.6914821267631241,86000.0
87,8.468761444091797,0.9042153612111962,4.890011787414551,0.7031910758024106,87000.0
88,8.786680221557617,0.885815817885805,5.159889221191406,0.6770790413686689,88000.0
89,8.397921562194824,0.8874546739763937,5.167764663696289,0.6967607457238444,89000.0
90,8.358550071716309,0.8829678258436984,5.184114456176758,0.714166999251304,90000.0
91,8.5640230178833,0.8943002158927441,5.123851776123047,0.6890393017951152,91000.0
92,8.408829689025879,0.8810564060305873,5.291633605957031,0.6871395276665585,92000.0
93,8.450979232788086,0.8847011631864012,5.103355884552002,0.6909493320300608,93000.0
94,8.744665145874023,0.8983515094151131,4.864786148071289,0.6895158595187341,94000.0
95,8.67578411102295,0.8654809662398566,5.379027366638184,0.6632075380836382,95000.0
96,8.626651763916016,0.8745317730400014,5.359593868255615,0.6821508876632636,96000.0
97,8.365200996398926,0.8896078284055674,4.991692066192627,0.7220000331007032,97000.0
98,8.621445655822754,0.8973301602478583,4.937580585479736,0.6814710822120185,98000.0
99,8.831972122192383,0.8936060251682683,5.067866325378418,0.6724964504400192,99000.0
100,8.338955879211426,0.8878244561015262,4.979657173156738,0.7107287361466335,100000.0
101,8.733981132507324,0.8878902240957517,5.073496341705322,0.6887660940944411,101000.0
102,8.647405624389648,0.8965502641141269,4.8532891273498535,0.6753032923183814,102000.0
103,8.792736053466797,0.9031495378805692,4.806288242340088,0.6883849767172296,103000.0
104,8.542384147644043,0.873763862621551,5.37930154800415,0.6961779374093169,104000.0
105,8.84438705444336,0.8932064799868423,4.91956090927124,0.6649689113847417,105000.0
