,Cor_is,test_RMSE,Cor_train,training_RMSE,Iteration
0,0.41627786594101984,55.122459411621094,-0.11208540533345532,40.9394416809082,0.0
1,0.2634393426379438,21.235557556152344,-0.09936134243494558,11.24502182006836,1000.0
2,-0.052115065019765705,17.575437545776367,0.03530201517108576,10.393491744995117,2000.0
3,0.18942156989303607,17.69307518005371,0.1103798221992451,10.737970352172852,3000.0
4,-0.06350535624884082,17.2152156829834,0.1284426571856231,10.658907890319824,4000.0
5,0.7825037926042966,12.491092681884766,0.8129922729300976,6.692905902862549,5000.0
6,0.8165070363277657,8.02468490600586,0.8714370745218543,5.084345817565918,6000.0
7,0.8401170274978927,7.539715766906738,0.9152729330331403,4.386045455932617,7000.0
8,0.8579923037616123,6.961393356323242,0.9126043704377459,4.335365295410156,8000.0
9,0.866135405601107,7.0749192237854,0.9203287171517001,4.174745082855225,9000.0
10,0.858102326711896,7.070825099945068,0.9409650758077197,3.6402676105499268,10000.0
11,0.857415683916084,7.174062728881836,0.9377095683350163,3.8717379570007324,11000.0
12,0.8530463926302744,6.9034624099731445,0.9383881002713277,3.8808746337890625,12000.0
13,0.855366875209821,6.8617424964904785,0.939986321587565,3.70945143699646,13000.0
14,0.8499290201719274,6.525031566619873,0.9405097132329697,3.6688714027404785,14000.0
15,0.8668415049771384,6.505576133728027,0.9464039716957101,3.568279504776001,15000.0
16,0.8539745139911576,7.056408882141113,0.9483482819448826,3.6512062549591064,16000.0
17,0.870741894773037,6.665389060974121,0.9429446546642102,3.5320730209350586,17000.0
18,0.8599237343102264,6.681058406829834,0.9550139074996867,3.194941997528076,18000.0
19,0.8524807628022397,6.294562339782715,0.9498381591461651,3.376962184906006,19000.0
20,0.8533613878540481,6.530216693878174,0.9597667273659911,3.14039945602417,20000.0
21,0.8634659164136556,6.655714511871338,0.9561723371143998,3.2095043659210205,21000.0
22,0.8632821124854685,6.945610046386719,0.9563903598628033,3.1272947788238525,22000.0
23,0.8698801628578574,6.445888042449951,0.9610601537835998,3.0857057571411133,23000.0
24,0.8681378854233874,6.378083229064941,0.9659519179141142,2.8693838119506836,24000.0
25,0.8635326902724078,6.891386032104492,0.956681271954434,3.172900915145874,25000.0
26,0.8679137145788126,6.409633159637451,0.9563166187423938,3.143096446990967,26000.0
27,0.8686329670848894,6.691085338592529,0.9585850757362884,2.9571750164031982,27000.0
28,0.8644075744682508,6.26218318939209,0.9530370737360974,3.2283031940460205,28000.0
29,0.867659198610148,6.367785453796387,0.9626029450655321,2.9223852157592773,29000.0
30,0.873383086156682,6.722250938415527,0.9640678014908236,2.811138153076172,30000.0
31,0.8755967467580874,6.409087181091309,0.9596879043542559,2.9251317977905273,31000.0
32,0.8661271535275124,6.45979118347168,0.9639217151860461,2.8523976802825928,32000.0
33,0.8651650312441388,6.7913970947265625,0.9660908481930932,2.734679698944092,33000.0
34,0.8714703895660242,6.153347969055176,0.9559679327324625,3.1153171062469482,34000.0
35,0.8698441334267253,6.816167831420898,0.9629103021912728,2.858551502227783,35000.0
36,0.8726133258809573,6.5271477699279785,0.9661388617358775,2.8091559410095215,36000.0
37,0.8740407042272623,6.121869087219238,0.9641461484083136,2.993590831756592,37000.0
38,0.8671964747723342,6.635931015014648,0.9660825370693851,2.747995138168335,38000.0
39,0.8709057648477418,6.608691215515137,0.9654388298575649,2.785348415374756,39000.0
40,0.8683343655503355,6.7571940422058105,0.9653862083793658,2.8871266841888428,40000.0
41,0.8701166361058872,6.4716596603393555,0.9669882114557968,2.802396297454834,41000.0
42,0.8700552112538964,6.452149391174316,0.9652125532557352,2.823795795440674,42000.0
43,0.8613793850916274,6.907893180847168,0.9663200824437179,2.866403341293335,43000.0
44,0.865329464055922,6.610384941101074,0.9666126125027582,2.672372341156006,44000.0
45,0.8622631545333181,6.367364406585693,0.9680458882337061,2.6987404823303223,45000.0
46,0.8659804854721387,6.334069728851318,0.9652958439027164,2.879476308822632,46000.0
47,0.8658376626894263,6.488624572753906,0.9656171620822546,2.8555102348327637,47000.0
48,0.8633145693508124,6.873584270477295,0.9683069223068819,2.6025233268737793,48000.0
49,0.8619993334917941,6.694463729858398,0.9705772835467459,2.6202940940856934,49000.0
50,0.8618157062452344,7.119404315948486,0.9712938359070442,2.621917963027954,50000.0
51,0.8600938054969324,6.627999305725098,0.9699471853843784,2.575209617614746,51000.0
52,0.8633895132418091,6.711881160736084,0.9734015152368685,2.4678285121917725,52000.0
53,0.8647423162221042,6.672928810119629,0.971199306569997,2.4655604362487793,53000.0
54,0.8622122760267846,6.674650192260742,0.9659350247964383,2.8687446117401123,54000.0
55,0.8646233658715007,6.558501720428467,0.9652407552658466,2.7833058834075928,55000.0
56,0.8593466291781577,6.808855056762695,0.9705077263766081,2.5320043563842773,56000.0
57,0.8577317853113466,6.7382097244262695,0.9729779630895059,2.519117832183838,57000.0
58,0.8633791678535535,6.7192606925964355,0.9765563352556094,2.284414768218994,58000.0
59,0.8600564679037197,6.971931457519531,0.9767089575107285,2.339292287826538,59000.0
60,0.8579231549864921,6.849869728088379,0.9740975739923949,2.535313606262207,60000.0
61,0.8576939925084194,6.81810188293457,0.974369083776183,2.447361707687378,61000.0
62,0.8585427069891518,6.703099727630615,0.9698090778450086,2.625521183013916,62000.0
